===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2018-03-18 18:00:17
count workspace : e:\Projects\EdForge\ISP_Tutor\EFTutorEngineOne
total files : 454
total code lines : 46813
total comment lines : 24252
total blank lines : 14082

.gitignore, code is 1, comment is 3, blank is 0.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CGraphModule.as, code is 108, comment is 40, blank is 52.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CGraphModuleGroup.as, code is 138, comment is 43, blank is 57.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CGraphNode.as, code is 89, comment is 34, blank is 36.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CGraphScene.as, code is 116, comment is 33, blank is 38.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CSceneGraph.as, code is 207, comment is 68, blank is 105.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenegraph\CSceneGraphNavigator.as, code is 284, comment is 175, blank is 163.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZEndCloak.as, code is 1, comment is 1, blank is 0.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZEndScene.as, code is 45, comment is 51, blank is 25.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZNavDemo.as, code is 46, comment is 66, blank is 30.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZScene0.as, code is 26, comment is 35, blank is 13.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZSceneN.as, code is 34, comment is 37, blank is 17.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\scenes\CWOZStartScene.as, code is 47, comment is 51, blank is 27.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\stateGraph\CWOZState.as, code is 36, comment is 43, blank is 18.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\stateGraph\CWOZStateEngine.as, code is 30, comment is 42, blank is 14.
e:\Projects\Projects FlashBuilder\TED2.1.0\Classes\cmu\woz\stateGraph\CWOZStateGraph.as, code is 32, comment is 42, blank is 16.
e:\Projects\Projects TypeScript\InheritanceTest\.idea\dictionaries\kevin.xml, code is 7, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\.idea\InheritanceTest.iml, code is 12, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\.idea\modules.xml, code is 8, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\.idea\typescript-compiler.xml, code is 7, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\.idea\workspace.xml, code is 434, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\Base.js, code is 37, comment is 9, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\Base.ts, code is 20, comment is 9, blank is 11.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\firstChild.js, code is 29, comment is 3, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\firstChild.ts, code is 13, comment is 3, blank is 5.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\secondChild.js, code is 31, comment is 3, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\ef\proj\secondChild.ts, code is 15, comment is 3, blank is 6.
e:\Projects\Projects TypeScript\InheritanceTest\package.json, code is 14, comment is 0, blank is 0.
e:\Projects\Projects TypeScript\InheritanceTest\README.md, code is 2, comment is 0, blank is 2.
e:\Projects\Projects TypeScript\InheritanceTest\tsconfig.json, code is 7, comment is 41, blank is 5.
EFTutorEngineOne.code-workspace, code is 13, comment is 0, blank is 0.
gulpfile.js, code is 8, comment is 0, blank is 1.
lib\animationgraph\CAnimationAction.js, code is 47, comment is 32, blank is 0.
lib\animationgraph\CAnimationChoice.js, code is 39, comment is 23, blank is 0.
lib\animationgraph\CAnimationChoiceSet.js, code is 77, comment is 44, blank is 0.
lib\animationgraph\CAnimationConstraint.js, code is 44, comment is 25, blank is 0.
lib\animationgraph\CAnimationEdge.js, code is 25, comment is 24, blank is 0.
lib\animationgraph\CAnimationGraph.js, code is 161, comment is 49, blank is 0.
lib\animationgraph\CAnimationModule.js, code is 109, comment is 47, blank is 0.
lib\animationgraph\CAnimationNode.js, code is 72, comment is 30, blank is 0.
lib\animationgraph\CAnimationTrack.js, code is 63, comment is 26, blank is 0.
lib\bkt\CBKTSkill.js, code is 36, comment is 32, blank is 0.
lib\controls\CEFLabelButton.js, code is 29, comment is 30, blank is 0.
lib\controls\CEFLabelControl.js, code is 24, comment is 39, blank is 0.
lib\controls\CEFSkillBar.js, code is 47, comment is 32, blank is 0.
lib\controls\CEFSkilloMeter.js, code is 58, comment is 31, blank is 0.
lib\core\CEFAnimator.js, code is 82, comment is 63, blank is 0.
lib\core\CEFButton.js, code is 205, comment is 63, blank is 0.
lib\core\CEFButtonGroup.js, code is 315, comment is 131, blank is 0.
lib\core\CEFCheckBox.js, code is 54, comment is 41, blank is 0.
lib\core\CEFCheckBoxOverlay.js, code is 185, comment is 61, blank is 0.
lib\core\CEFCheckButton.js, code is 184, comment is 50, blank is 0.
lib\core\CEFCursorProxy.js, code is 475, comment is 142, blank is 0.
lib\core\CEFDoc.js, code is 103, comment is 81, blank is 0.
lib\core\CEFMouseMask.js, code is 58, comment is 43, blank is 0.
lib\core\CEFNavigator.js, code is 355, comment is 214, blank is 0.
lib\core\CEFObject.js, code is 887, comment is 322, blank is 0.
lib\core\CEFObjectDyno.js, code is 36, comment is 39, blank is 0.
lib\core\CEFObjectMask.js, code is 21, comment is 29, blank is 0.
lib\core\CEFRadioButton.js, code is 41, comment is 41, blank is 0.
lib\core\CEFRoot.js, code is 281, comment is 159, blank is 0.
lib\core\CEFScene.js, code is 213, comment is 142, blank is 0.
lib\core\CEFSceneNavigator.js, code is 154, comment is 51, blank is 0.
lib\core\CEFSceneSequence.js, code is 314, comment is 191, blank is 0.
lib\core\CEFTimer.js, code is 107, comment is 68, blank is 0.
lib\core\CEFTimeStamp.js, code is 54, comment is 33, blank is 0.
lib\core\CEFTitleBar.js, code is 119, comment is 52, blank is 0.
lib\core\CEFTransitions.js, code is 243, comment is 214, blank is 0.
lib\core\CEFTutor.js, code is 58, comment is 57, blank is 0.
lib\core\CEFTutorDoc.js, code is 200, comment is 91, blank is 0.
lib\core\CEFTutorRoot.js, code is 617, comment is 294, blank is 0.
lib\dialogs\CDialogDesignPrompt1.js, code is 46, comment is 48, blank is 0.
lib\dialogs\CEFDialogBox.js, code is 103, comment is 63, blank is 0.
lib\engine.d.ts, code is 20, comment is 0, blank is 0.
lib\engine.js, code is 46, comment is 1, blank is 0.
lib\engine.js.map, code is 1, comment is 0, blank is 0.
lib\events\CEFActionEvent.js, code is 43, comment is 29, blank is 0.
lib\events\CEFAutomationEvent.js, code is 29, comment is 32, blank is 0.
lib\events\CEFButtonEvent.js, code is 25, comment is 32, blank is 0.
lib\events\CEFCaptionEvent.js, code is 32, comment is 33, blank is 0.
lib\events\CEFCommandEvent.js, code is 29, comment is 32, blank is 0.
lib\events\CEFDialogEvent.js, code is 31, comment is 32, blank is 0.
lib\events\CEFEvent.js, code is 69, comment is 35, blank is 0.
lib\events\CEFKeyboardEvent.js, code is 26, comment is 32, blank is 0.
lib\events\CEFMouseEvent.js, code is 64, comment is 44, blank is 0.
lib\events\CEFNavEvent.js, code is 38, comment is 33, blank is 0.
lib\events\CEFPropertyChangeEvent.js, code is 48, comment is 130, blank is 0.
lib\events\CEFPropertyChangeEventKind.js, code is 10, comment is 28, blank is 0.
lib\events\CEFSceneCueEvent.js, code is 31, comment is 33, blank is 0.
lib\events\CEFScriptEvent.js, code is 29, comment is 33, blank is 0.
lib\events\CEFSeekEvent.js, code is 32, comment is 33, blank is 0.
lib\events\CEFSelectEvent.js, code is 32, comment is 33, blank is 0.
lib\events\CEFTextEvent.js, code is 40, comment is 34, blank is 0.
lib\events\CEFTimerEvent.js, code is 24, comment is 32, blank is 0.
lib\kt\CEFBNode.js, code is 50, comment is 49, blank is 0.
lib\kt\CEFKTNode.js, code is 80, comment is 49, blank is 0.
lib\kt\CEFProdSys.js, code is 261, comment is 107, blank is 0.
lib\manifold.d.ts, code is 0, comment is 0, blank is 0.
lib\manifold.js, code is 4, comment is 0, blank is 0.
lib\manifold.js.map, code is 1, comment is 0, blank is 0.
lib\mongo\CMongo.js, code is 253, comment is 107, blank is 0.
lib\mongo\CObject.js, code is 47, comment is 31, blank is 0.
lib\mongo\MObject.js, code is 20, comment is 30, blank is 0.
lib\navigation\CEFNavNext.js, code is 21, comment is 30, blank is 0.
lib\navigation\CEFNavPanel.js, code is 68, comment is 40, blank is 0.
lib\navigation\CEFZNavBack.js, code is 21, comment is 30, blank is 0.
lib\network\CLogManagerType.js, code is 17, comment is 32, blank is 0.
lib\network\ILogManager.js, code is 2, comment is 28, blank is 0.
lib\scenegraph\CGraphAction.js, code is 41, comment is 27, blank is 0.
lib\scenegraph\CGraphConstraint.js, code is 47, comment is 27, blank is 0.
lib\scenegraph\CGraphEdge.js, code is 53, comment is 34, blank is 0.
lib\scenegraph\CGraphHistory.js, code is 63, comment is 35, blank is 0.
lib\scenegraph\CGraphHistoryNode.js, code is 23, comment is 24, blank is 0.
lib\scenegraph\CGraphModule.js, code is 107, comment is 39, blank is 0.
lib\scenegraph\CGraphModuleGroup.js, code is 127, comment is 41, blank is 0.
lib\scenegraph\CGraphNode.js, code is 85, comment is 31, blank is 0.
lib\scenegraph\CGraphScene.js, code is 132, comment is 29, blank is 0.
lib\scenegraph\CSceneGraph.js, code is 195, comment is 65, blank is 0.
lib\scenegraph\CSceneGraphNavigator.js, code is 258, comment is 170, blank is 0.
lib\scenes\CEFEndCloak.js, code is 41, comment is 39, blank is 0.
lib\scenes\CEFEndScene.js, code is 41, comment is 23, blank is 0.
lib\scenes\CEFNavDemo.js, code is 53, comment is 37, blank is 0.
lib\scenes\CEFScene0.js, code is 30, comment is 33, blank is 0.
lib\scenes\CEFSceneN.js, code is 37, comment is 36, blank is 0.
lib\scenes\CEFStartScene.js, code is 53, comment is 48, blank is 0.
lib\util\CUtil.js, code is 85, comment is 28, blank is 0.
package-lock.json, code is 3470, comment is 0, blank is 0.
package.json, code is 32, comment is 0, blank is 1.
README.md, it is a binary file.
src\animationgraph\CAnimationAction.ts, code is 43, comment is 32, blank is 26.
src\animationgraph\CAnimationChoice.ts, code is 34, comment is 23, blank is 11.
src\animationgraph\CAnimationChoiceSet.ts, code is 74, comment is 46, blank is 39.
src\animationgraph\CAnimationConstraint.ts, code is 38, comment is 26, blank is 23.
src\animationgraph\CAnimationEdge.ts, code is 32, comment is 25, blank is 16.
src\animationgraph\CAnimationGraph.ts, code is 168, comment is 50, blank is 83.
src\animationgraph\CAnimationModule.ts, code is 114, comment is 48, blank is 52.
src\animationgraph\CAnimationNode.ts, code is 73, comment is 31, blank is 29.
src\animationgraph\CAnimationTrack.ts, code is 64, comment is 30, blank is 31.
src\bkt\CBKTSkill.ts, code is 43, comment is 37, blank is 21.
src\controls\CEFLabelButton.ts, code is 15, comment is 30, blank is 12.
src\controls\CEFLabelControl.ts, code is 16, comment is 41, blank is 13.
src\controls\CEFSkillBar.ts, code is 39, comment is 35, blank is 20.
src\controls\CEFSkilloMeter.ts, code is 57, comment is 32, blank is 26.
src\core\CEFAnimator.ts, code is 71, comment is 63, blank is 38.
src\core\CEFButton.ts, code is 218, comment is 67, blank is 88.
src\core\CEFButtonGroup.ts, code is 342, comment is 139, blank is 126.
src\core\CEFCheckBox.ts, code is 52, comment is 46, blank is 28.
src\core\CEFCheckBoxOverlay.tsfix, code is 196, comment is 75, blank is 88.
src\core\CEFCheckButton.ts, code is 188, comment is 52, blank is 82.
src\core\CEFCursorProxy.ts, code is 491, comment is 150, blank is 210.
src\core\CEFDoc.ts, code is 95, comment is 86, blank is 49.
src\core\CEFMouseMask.ts, code is 47, comment is 45, blank is 23.
src\core\CEFNavigator.ts, code is 342, comment is 237, blank is 166.
src\core\CEFObject.ts, code is 979, comment is 350, blank is 404.
src\core\CEFObjectDyno.ts, code is 31, comment is 40, blank is 13.
src\core\CEFObjectMask.ts, code is 8, comment is 29, blank is 6.
src\core\CEFRadioButton.ts, code is 34, comment is 42, blank is 14.
src\core\CEFRoot.ts, code is 285, comment is 169, blank is 149.
src\core\CEFScene.ts, code is 229, comment is 146, blank is 120.
src\core\CEFSceneNavigator.ts, code is 118, comment is 69, blank is 47.
src\core\CEFSceneSequence.ts, code is 351, comment is 195, blank is 193.
src\core\CEFTimer.ts, code is 105, comment is 68, blank is 39.
src\core\CEFTimeStamp.ts, code is 44, comment is 35, blank is 21.
src\core\CEFTitleBar.ts, code is 124, comment is 56, blank is 67.
src\core\CEFTransitions.ts, code is 258, comment is 221, blank is 112.
src\core\CEFTutor.ts, code is 52, comment is 61, blank is 43.
src\core\CEFTutorDoc.ts, code is 141, comment is 93, blank is 77.
src\core\CEFTutorRoot.ts, code is 655, comment is 303, blank is 320.
src\core\CWOZHoverMask.as, code is 50, comment is 40, blank is 29.
src\core\CWOZMaskButton.as, code is 17, comment is 37, blank is 9.
src\dialogs\CDialogDesignPrompt1.ts, code is 37, comment is 50, blank is 22.
src\dialogs\CDialogInitServer.as, code is 111, comment is 85, blank is 47.
src\dialogs\CDialogProgress.as, code is 1, comment is 1, blank is 0.
src\dialogs\CDialogRegistration.as, code is 1, comment is 1, blank is 0.
src\dialogs\CEFDialogBox.ts, code is 104, comment is 67, blank is 46.
src\engine.ts, code is 36, comment is 1, blank is 19.
src\events\CEFActionEvent.ts, code is 30, comment is 29, blank is 10.
src\events\CEFAutomationEvent.ts, code is 16, comment is 32, blank is 10.
src\events\CEFButtonEvent.ts, code is 11, comment is 32, blank is 9.
src\events\CEFCaptionEvent.ts, code is 18, comment is 33, blank is 13.
src\events\CEFCommandEvent.ts, code is 17, comment is 32, blank is 12.
src\events\CEFDialogEvent.ts, code is 19, comment is 32, blank is 12.
src\events\CEFEvent.ts, code is 57, comment is 36, blank is 33.
src\events\CEFKeyboardEvent.ts, code is 12, comment is 32, blank is 9.
src\events\CEFMouseEvent.ts, code is 58, comment is 46, blank is 24.
src\events\CEFNavEvent.ts, code is 24, comment is 33, blank is 13.
src\events\CEFPropertyChangeEvent.ts, code is 47, comment is 192, blank is 30.
src\events\CEFPropertyChangeEventKind.ts, code is 8, comment is 29, blank is 9.
src\events\CEFSceneCueEvent.ts, code is 18, comment is 33, blank is 14.
src\events\CEFScriptEvent.ts, code is 16, comment is 33, blank is 11.
src\events\CEFSeekEvent.ts, code is 19, comment is 33, blank is 14.
src\events\CEFSelectEvent.ts, code is 19, comment is 33, blank is 14.
src\events\CEFTextEvent.ts, code is 27, comment is 35, blank is 14.
src\events\CEFTimerEvent.ts, code is 10, comment is 32, blank is 9.
src\kt\CEFBNode.ts, code is 60, comment is 49, blank is 24.
src\kt\CEFKTNode.ts, code is 62, comment is 51, blank is 26.
src\kt\CEFProdSys.ts, code is 340, comment is 127, blank is 30.
src\manifold.ts, code is 2, comment is 0, blank is 1.
src\mongo\CMongo.ts, code is 269, comment is 109, blank is 133.
src\mongo\CObject.ts, code is 39, comment is 31, blank is 25.
src\mongo\MObject.ts, code is 7, comment is 30, blank is 2.
src\navigation\CEFNavNext.ts, code is 9, comment is 30, blank is 6.
src\navigation\CEFNavPanel.ts, code is 63, comment is 41, blank is 27.
src\navigation\CEFZNavBack.ts, code is 9, comment is 30, blank is 7.
src\network\CLogManagerType.ts, code is 13, comment is 32, blank is 5.
src\network\ILogManager.ts, code is 69, comment is 187, blank is 125.
src\scenegraph\CGraphAction.ts, code is 37, comment is 27, blank is 22.
src\scenegraph\CGraphConstraint.ts, code is 43, comment is 28, blank is 23.
src\scenegraph\CGraphEdge.ts, code is 56, comment is 38, blank is 30.
src\scenegraph\CGraphHistory.ts, code is 52, comment is 36, blank is 23.
src\scenegraph\CGraphHistoryNode.ts, code is 13, comment is 25, blank is 6.
src\scenegraph\CGraphModule.ts, code is 108, comment is 40, blank is 48.
src\scenegraph\CGraphModuleGroup.ts, code is 138, comment is 43, blank is 51.
src\scenegraph\CGraphNode.ts, code is 88, comment is 35, blank is 38.
src\scenegraph\CGraphScene.ts, code is 117, comment is 33, blank is 41.
src\scenegraph\CSceneGraph.ts, code is 211, comment is 68, blank is 104.
src\scenegraph\CSceneGraphNavigator.ts, code is 288, comment is 175, blank is 161.
src\scenes\CEFEndCloak.ts, code is 31, comment is 42, blank is 24.
src\scenes\CEFEndScene.ts, code is 38, comment is 54, blank is 25.
src\scenes\CEFNavDemo.ts, code is 43, comment is 38, blank is 29.
src\scenes\CEFScene0.ts, code is 21, comment is 35, blank is 16.
src\scenes\CEFSceneN.ts, code is 32, comment is 38, blank is 19.
src\scenes\CEFStartScene.ts, code is 43, comment is 52, blank is 28.
src\util\CUtil.ts, code is 68, comment is 28, blank is 42.
tsconfig.json, code is 13, comment is 4, blank is 1.
===============================================================================
